permutation_id,tau_null
1,-0.010180995475113086
2,-0.015837104072398245
3,-0.034906270200387834
4,0.002424046541693592
5,0.03506787330316741
6,0.011958629605688387
7,-0.022947640594699448
8,6.464124111182912e-4
9,0.0463800904977375
10,0.0172915319974144
11,0.002424046541693592
12,0.034906270200387834
13,-0.021493212669683293
14,0.004524886877828038
15,-0.02941176470588236
16,-0.021170006464124147
17,0.034906270200387834
18,-0.022947640594699448
19,-0.034906270200387834
20,-0.008403361344537785
21,-0.003232062055591456
22,-0.006302521008403339
23,0.03248222365869424
24,-0.03183581124757595
25,-0.003232062055591456
26,-0.015837104072398245
27,0.0014544279250161551
28,0.021170006464124147
29,-0.004848093083387184
30,-0.03248222365869424
31,-0.019392372333548846
32,0.013736263736263687
33,0.02941176470588236
34,-0.015837104072398134
35,-0.01955397543632842
36,-0.0463800904977375
37,0.037491919844861
38,-0.037491919844861
39,-0.0463800904977375
40,0.004201680672268893
41,-0.003232062055591456
42,-0.026826115061409195
43,-0.015837104072398134
44,0.013736263736263687
45,-0.0463800904977375
46,0.029573367808661932
47,0.015837104072398134
48,0.011312217194570207
49,0.01664511958629611
50,-0.026826115061409195
51,-0.011312217194570207
52,-0.021170006464124147
53,-0.026826115061409195
54,-0.01664511958629611
55,-0.03506787330316741
56,-0.02941176470588236
57,-0.013897866839043371
58,-0.034906270200387834
59,-0.015837104072398134
60,-0.0463800904977375
61,0.05203619909502266
62,0.008403361344537785
63,-0.01664511958629611
64,-0.010180995475113086
65,-0.015837104072398245
66,-0.026826115061409195
67,-0.015837104072398134
68,0.015837104072398134
69,-0.03506787330316741
70,-0.004686489980607722
71,0.034906270200387834
72,0.026826115061409195
73,0.026826115061409195
74,-0.03183581124757595
75,-0.003232062055591456
76,0.03506787330316741
77,-0.022947640594699448
78,0.02941176470588236
79,0.021170006464124147
80,0.0172915319974144
81,-0.01664511958629611
82,0.02941176470588236
83,-6.464124111182912e-4
84,0.013736263736263687
85,-0.0172915319974144
86,-0.04056237879767288
87,8.08015513897864e-4
88,0.015837104072398134
89,-0.013736263736263687
90,-0.004201680672268893
91,0.02650290885585005
92,-0.010180995475113086
93,0.0463800904977375
94,0.008564964447317358
95,0.010180995475113086
96,-6.464124111182912e-4
97,0.010180995475113086
98,-0.026826115061409195
99,-0.006302521008403339
100,0.013736263736263687
101,0.034906270200387834
102,0.003232062055591456
103,0.013897866839043371
104,0.034906270200387834
105,-0.006302521008403339
106,0.010180995475113086
107,0.02941176470588236
108,0.010180995475113086
109,0.02941176470588236
110,-0.015837104072398134
111,-0.0463800904977375
112,-0.0410471881060116
113,0.010180995475113086
114,-0.015837104072398134
115,-0.008403361344537785
116,-0.01955397543632842
117,0.013736263736263687
118,0.015837104072398245
119,-0.010180995475113086
120,-0.022301228183581157
121,0.004524886877828038
122,-0.037491919844861
123,0.015837104072398134
124,-0.008564964447317358
125,0.013736263736263687
126,-0.0463800904977375
127,-0.021170006464124147
128,-0.0463800904977375
129,0.008564964447317358
130,-0.02941176470588236
131,0.026826115061409195
132,0.021170006464124147
133,0.010180995475113086
134,0.004201680672268893
